country,date,type,median,lower_90,upper_90,lower_50,upper_50
Germany,2020-06-24,estimate,0.84,0.72,0.97,0.78,0.88
Germany,2020-06-25,estimate,0.82,0.7,0.95,0.75,0.86
Germany,2020-06-26,estimate,0.8,0.68,0.93,0.73,0.84
Germany,2020-06-27,estimate,0.79,0.66,0.92,0.72,0.82
Germany,2020-06-28,estimate,0.79,0.66,0.92,0.72,0.82
Germany,2020-06-29,estimate,0.79,0.67,0.92,0.73,0.83
Germany,2020-06-30,estimate,0.8,0.68,0.93,0.75,0.84
Germany,2020-07-01,estimate,0.82,0.7,0.94,0.76,0.86
Germany,2020-07-02,estimate,0.84,0.73,0.95,0.8,0.9
Germany,2020-07-03,estimate,0.87,0.76,0.98,0.82,0.91
Germany,2020-07-04,estimate,0.91,0.81,1.02,0.86,0.95
Germany,2020-07-05,estimate,0.94,0.84,1.05,0.91,1.0
Germany,2020-07-06,estimate,0.98,0.89,1.1,0.94,1.03
Germany,2020-07-07,estimate,1.01,0.91,1.14,0.96,1.05
Germany,2020-07-08,estimate,1.05,0.95,1.19,0.99,1.09
Germany,2020-07-09,estimate,1.09,0.97,1.22,1.02,1.12
Germany,2020-07-10,estimate,1.13,0.99,1.25,1.06,1.17
Germany,2020-07-11,estimate,1.16,1.04,1.31,1.09,1.21
Germany,2020-07-12,estimate,1.18,1.05,1.32,1.13,1.24
Germany,2020-07-13,estimate,1.2,1.07,1.35,1.15,1.27
Germany,2020-07-14,estimate,1.22,1.07,1.35,1.16,1.27
Germany,2020-07-15,estimate,1.22,1.09,1.37,1.17,1.28
Germany,2020-07-16,estimate,1.22,1.09,1.36,1.16,1.27
Germany,2020-07-17,estimate,1.22,1.08,1.35,1.14,1.25
Germany,2020-07-18,estimate,1.21,1.08,1.34,1.14,1.24
Germany,2020-07-19,estimate,1.19,1.07,1.33,1.14,1.24
Germany,2020-07-20,estimate,1.18,1.06,1.32,1.13,1.23
Germany,2020-07-21,estimate,1.17,1.05,1.3,1.12,1.22
Germany,2020-07-22,estimate,1.16,1.04,1.29,1.1,1.2
Germany,2020-07-23,estimate,1.15,1.03,1.27,1.11,1.21
Germany,2020-07-24,estimate,1.14,1.02,1.26,1.1,1.19
Germany,2020-07-25,estimate,1.13,1.0,1.25,1.09,1.18
Germany,2020-07-26,estimate,1.13,1.0,1.25,1.07,1.17
Germany,2020-07-27,estimate based on partial data,1.12,0.99,1.25,1.07,1.17
Germany,2020-07-28,estimate based on partial data,1.12,0.98,1.26,1.06,1.17
Germany,2020-07-29,estimate based on partial data,1.13,0.97,1.26,1.08,1.2
Germany,2020-07-30,estimate based on partial data,1.13,0.97,1.29,1.06,1.19
Germany,2020-07-31,estimate based on partial data,1.14,0.95,1.32,1.08,1.23
Germany,2020-08-01,estimate based on partial data,1.14,0.94,1.37,1.05,1.22
Germany,2020-08-02,estimate based on partial data,1.15,0.91,1.41,1.04,1.23
Germany,2020-08-03,estimate based on partial data,1.15,0.88,1.47,1.04,1.27
Germany,2020-08-04,estimate based on partial data,1.16,0.84,1.53,1.02,1.28
Germany,2020-08-05,estimate based on partial data,1.17,0.77,1.57,1.01,1.31
Germany,2020-08-06,estimate based on partial data,1.18,0.76,1.67,0.97,1.3
Germany,2020-08-07,estimate based on partial data,1.18,0.69,1.73,0.97,1.34
Germany,2020-08-08,estimate based on partial data,1.18,0.63,1.79,0.95,1.36
Germany,2020-08-09,forecast,1.18,0.56,1.86,0.9,1.36
Germany,2020-08-10,forecast,1.18,0.5,1.93,0.86,1.34
Germany,2020-08-11,forecast,1.17,0.45,2.02,0.84,1.37
Germany,2020-08-12,forecast,1.16,0.43,2.11,0.79,1.35
Germany,2020-08-13,forecast,1.16,0.37,2.15,0.78,1.38
Germany,2020-08-14,forecast,1.15,0.32,2.18,0.83,1.45
Germany,2020-08-15,forecast,1.15,0.24,2.2,0.77,1.43
Germany,2020-08-16,forecast,1.15,0.17,2.23,0.79,1.48
Germany,2020-08-17,forecast,1.14,0.19,2.33,0.73,1.44
Germany,2020-08-18,forecast,1.13,0.16,2.36,0.68,1.4
Germany,2020-08-19,forecast,1.13,0.12,2.41,0.68,1.42
Germany,2020-08-20,forecast,1.14,0.1,2.49,0.58,1.34
Germany,2020-08-21,forecast,1.15,0.11,2.56,0.57,1.34
Germany,2020-08-22,forecast,1.14,0.1,2.58,0.55,1.34
Switzerland,2020-05-30,estimate,1.07,0.95,1.14,1.05,1.13
Switzerland,2020-05-31,estimate,1.08,0.96,1.15,1.06,1.13
Switzerland,2020-06-01,estimate,1.08,0.97,1.16,1.06,1.14
Switzerland,2020-06-02,estimate,1.09,0.97,1.17,1.08,1.14
Switzerland,2020-06-03,estimate,1.1,0.98,1.17,1.08,1.14
Switzerland,2020-06-04,estimate,1.1,0.98,1.17,1.09,1.15
Switzerland,2020-06-05,estimate,1.11,1.0,1.19,1.09,1.15
Switzerland,2020-06-06,estimate,1.12,1.01,1.2,1.09,1.15
Switzerland,2020-06-07,estimate,1.13,1.03,1.22,1.1,1.16
Switzerland,2020-06-08,estimate,1.14,1.04,1.23,1.11,1.17
Switzerland,2020-06-09,estimate,1.14,1.06,1.26,1.11,1.18
Switzerland,2020-06-10,estimate,1.15,1.06,1.26,1.11,1.18
Switzerland,2020-06-11,estimate,1.16,1.08,1.28,1.12,1.18
Switzerland,2020-06-12,estimate,1.18,1.09,1.29,1.13,1.19
Switzerland,2020-06-13,estimate,1.19,1.1,1.3,1.13,1.2
Switzerland,2020-06-14,estimate,1.2,1.11,1.32,1.13,1.22
Switzerland,2020-06-15,estimate,1.21,1.11,1.33,1.13,1.22
Switzerland,2020-06-16,estimate,1.22,1.12,1.34,1.17,1.27
Switzerland,2020-06-17,estimate,1.23,1.12,1.35,1.17,1.28
Switzerland,2020-06-18,estimate,1.23,1.12,1.36,1.18,1.29
Switzerland,2020-06-19,estimate,1.24,1.11,1.37,1.18,1.3
Switzerland,2020-06-20,estimate,1.24,1.11,1.37,1.13,1.25
Switzerland,2020-06-21,estimate,1.24,1.11,1.38,1.13,1.25
Switzerland,2020-06-22,estimate,1.24,1.12,1.38,1.13,1.25
Switzerland,2020-06-23,estimate,1.24,1.12,1.37,1.16,1.28
Switzerland,2020-06-24,estimate,1.23,1.11,1.36,1.19,1.3
Switzerland,2020-06-25,estimate,1.22,1.12,1.36,1.16,1.26
Switzerland,2020-06-26,estimate,1.22,1.12,1.35,1.13,1.23
Switzerland,2020-06-27,estimate,1.21,1.11,1.33,1.13,1.22
Switzerland,2020-06-28,estimate,1.2,1.11,1.31,1.12,1.21
Switzerland,2020-06-29,estimate,1.19,1.09,1.29,1.13,1.21
Switzerland,2020-06-30,estimate,1.18,1.09,1.28,1.13,1.2
Switzerland,2020-07-01,estimate,1.17,1.08,1.27,1.12,1.19
Switzerland,2020-07-02,estimate,1.16,1.07,1.25,1.12,1.19
Switzerland,2020-07-03,estimate,1.15,1.06,1.24,1.12,1.18
Switzerland,2020-07-04,estimate,1.14,1.04,1.23,1.11,1.18
Switzerland,2020-07-05,estimate,1.13,1.04,1.23,1.11,1.17
Switzerland,2020-07-06,estimate,1.13,1.02,1.21,1.1,1.17
Switzerland,2020-07-07,estimate,1.12,1.01,1.21,1.09,1.16
Switzerland,2020-07-08,estimate,1.11,1.01,1.2,1.09,1.15
Switzerland,2020-07-09,estimate,1.11,1.0,1.19,1.09,1.15
Switzerland,2020-07-10,estimate,1.1,1.0,1.19,1.08,1.14
Switzerland,2020-07-11,estimate,1.1,0.99,1.18,1.08,1.15
Switzerland,2020-07-12,estimate,1.09,0.99,1.18,1.07,1.14
Switzerland,2020-07-13,estimate,1.09,0.99,1.17,1.07,1.14
Switzerland,2020-07-14,estimate,1.09,0.99,1.16,1.07,1.14
Switzerland,2020-07-15,estimate,1.09,0.98,1.16,1.07,1.14
Switzerland,2020-07-16,estimate,1.08,0.98,1.17,1.06,1.13
Switzerland,2020-07-17,estimate,1.08,0.98,1.17,1.06,1.13
Switzerland,2020-07-18,estimate,1.08,0.98,1.17,1.06,1.13
Switzerland,2020-07-19,estimate,1.08,0.97,1.17,1.05,1.13
Switzerland,2020-07-20,estimate,1.08,0.98,1.17,1.05,1.14
Switzerland,2020-07-21,estimate,1.08,0.98,1.18,1.05,1.14
Switzerland,2020-07-22,estimate,1.08,0.98,1.19,1.05,1.14
Switzerland,2020-07-23,estimate,1.08,0.96,1.18,1.05,1.14
Switzerland,2020-07-24,estimate,1.08,0.95,1.18,1.05,1.14
Switzerland,2020-07-25,estimate,1.07,0.95,1.18,1.05,1.14
Switzerland,2020-07-26,estimate,1.07,0.94,1.18,1.04,1.14
Switzerland,2020-07-27,estimate based on partial data,1.07,0.94,1.19,1.04,1.14
Switzerland,2020-07-28,estimate based on partial data,1.07,0.93,1.19,1.03,1.14
Switzerland,2020-07-29,estimate based on partial data,1.07,0.92,1.19,1.03,1.14
Switzerland,2020-07-30,estimate based on partial data,1.06,0.9,1.2,1.03,1.15
Switzerland,2020-07-31,estimate based on partial data,1.06,0.9,1.21,1.02,1.14
Switzerland,2020-08-01,estimate based on partial data,1.06,0.89,1.22,1.01,1.14
Switzerland,2020-08-02,estimate based on partial data,1.06,0.87,1.23,1.01,1.15
Switzerland,2020-08-03,estimate based on partial data,1.06,0.87,1.25,1.01,1.15
Switzerland,2020-08-04,estimate based on partial data,1.06,0.84,1.24,1.0,1.14
Switzerland,2020-08-05,estimate based on partial data,1.06,0.81,1.24,0.99,1.14
Switzerland,2020-08-06,estimate based on partial data,1.06,0.8,1.25,0.99,1.15
Switzerland,2020-08-07,estimate based on partial data,1.06,0.79,1.26,0.98,1.14
Switzerland,2020-08-08,estimate based on partial data,1.06,0.78,1.28,0.98,1.15
Switzerland,2020-08-09,forecast,1.06,0.74,1.27,0.97,1.15
Switzerland,2020-08-10,forecast,1.06,0.75,1.3,0.96,1.15
Switzerland,2020-08-11,forecast,1.06,0.75,1.33,0.96,1.15
Switzerland,2020-08-12,forecast,1.07,0.76,1.36,0.95,1.15
Switzerland,2020-08-13,forecast,1.07,0.73,1.36,0.95,1.16
Switzerland,2020-08-14,forecast,1.07,0.7,1.36,0.94,1.15
Switzerland,2020-08-15,forecast,1.07,0.73,1.42,0.95,1.17
Switzerland,2020-08-16,forecast,1.07,0.66,1.38,0.95,1.17
Switzerland,2020-08-17,forecast,1.07,0.68,1.42,0.97,1.19
Switzerland,2020-08-18,forecast,1.07,0.69,1.45,0.96,1.19
Switzerland,2020-08-19,forecast,1.07,0.66,1.44,0.94,1.17
Switzerland,2020-08-20,forecast,1.07,0.65,1.45,0.96,1.2
Switzerland,2020-08-21,forecast,1.07,0.65,1.47,0.96,1.2
Switzerland,2020-08-22,forecast,1.07,0.65,1.49,0.95,1.19
